Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
6983 calistoga ln,Dublin,Alameda-County,Ca,94568,968000.0,2.0,22.0,2.0,2.5,1514.0,Townhouse,2018.0,Active
37579 shelter rd,Newark,Alameda-County,Ca,94560,998000.0,20.0,32.0,3.0,2.5,1566.0,Condo,2017.0,Active
648 ruby rd,Livermore,Alameda-County,Ca,94550,1325000.0,9.0,63.0,4.0,2.0,1536.0,Single family residential,1969.0,New
977 dowling blvd,San leandro,Alameda-County,Ca,94577,868000.0,70.0,62.0,2.0,2.0,1408.0,Single family residential,1925.0,New
30 covent ln,Oakland,Alameda-County,Ca,94608,749000.0,77.0,95.0,2.0,2.0,1350.0,Townhouse,2005.0,New
5349 port sailwood dr #20,Newark,Alameda-County,Ca,94560,895000.0,73.0,51.0,3.0,2.5,1647.0,Townhouse,1983.0,Active
2444 heatherlark cir,Pleasanton,Alameda-County,Ca,94566,998950.0,68.0,75.0,2.0,1.0,1003.0,Single family residential,1969.0,New
1832 railroad ave #106,Livermore,Alameda-County,Ca,94550,799888.0,93.0,73.0,3.0,2.0,1381.0,Condo,2014.0,New
7415 holly st,Oakland,Alameda-County,Ca,94621,499000.0,75.0,68.0,2.0,1.0,1124.0,Single family residential,1928.0,New
5314 sunflower ct,Livermore,Alameda-County,Ca,94551,699000.0,42.0,54.0,2.0,1.0,972.0,Single family residential,1982.0,New
4117 greenland ter,Fremont,Alameda-County,Ca,94555,699900.0,77.0,62.0,3.0,1.5,1166.0,Townhouse,1970.0,New
853 chico dr,San leandro,Alameda-County,Ca,94578,849000.0,62.0,66.0,3.0,1.0,1139.0,Single family residential,1954.0,New
39610 trinity way,Fremont,Alameda-County,Ca,94538,959000.0,86.0,71.0,2.0,2.0,1257.0,Single family residential,1978.0,New
585 9th st #309,Oakland,Alameda-County,Ca,94607,749000.0,99.0,87.0,2.0,2.0,1167.0,Condo,2005.0,New
861 debra st,Livermore,Alameda-County,Ca,94550,949950.0,18.0,58.0,3.0,1.5,1120.0,Single family residential,1971.0,New
4462 montgomery st,Oakland,Alameda-County,Ca,94611,1695000.0,84.0,47.0,6.0,3.0,3529.0,Multi-family (2-4 unit),1938.0,New
263 n k st,Livermore,Alameda-County,Ca,94551,700000.0,95.0,80.0,2.0,1.0,756.0,Single family residential,1954.0,New
341 de leon ave,Fremont,Alameda-County,Ca,94539,1698000.0,55.0,49.0,4.0,2.0,1500.0,Single family residential,1953.0,Active
975 41st st #132,Oakland,Alameda-County,Ca,94608-4057,998000.0,89.0,98.0,4.0,3.5,1955.0,Townhouse,2019.0,New
3532 kempton way,Oakland,Alameda-County,Ca,94611,998000.0,85.0,72.0,3.0,1.5,1384.0,Single family residential,1923.0,New
1 lakeside dr #415,Oakland,Alameda-County,Ca,94612-4627,618000.0,96.0,89.0,1.0,1.0,833.0,Condo,2001.0,New
6584 s mariposa ct,Dublin,Alameda-County,Ca,94568,949000.0,58.0,95.0,3.0,2.5,1817.0,Townhouse,2012.0,New
4165 ravenwood pl,Castro valley,Alameda-County,Ca,94546,729000.0,54.0,33.0,2.0,1.5,1168.0,Townhouse,1970.0,New
5096 amberwood dr,Fremont,Alameda-County,Ca,94555,1799000.0,57.0,61.0,4.0,2.5,1950.0,Single family residential,1989.0,New
648 kains ave,Albany,Alameda-County,Ca,94706,1475000.0,93.0,98.0,3.0,3.0,1648.0,Condo,2022.0,New
650 kains ave,Albany,Alameda-County,Ca,94706,1565000.0,93.0,98.0,3.0,3.0,1640.0,Condo,2022.0,New
933 addison unit h,Berkeley,Alameda-County,Ca,94710,549000.0,97.0,94.0,1.0,1.0,946.0,Condo,1986.0,New
8583 leeward way,Newark,Alameda-County,Ca,94560,918000.0,24.0,34.0,2.0,2.5,1424.0,Condo,2018.0,Active
866 elgin st,San lorenzo,Alameda-County,Ca,94580,799000.0,57.0,53.0,3.0,1.0,1056.0,Single family home,1951.0,Active
4115 lorimer loop,Dublin,Alameda-County,Ca,94568,1725000.0,55.0,75.0,4.0,2.5,2009.0,Single family residential,2000.0,New
1948 blackwood cmn,Livermore,Alameda-County,Ca,94551,1058000.0,63.0,81.0,3.0,2.0,1331.0,Single family residential,1997.0,New
38148 luma ter,Newark,Alameda-County,Ca,94560,1250000.0,41.0,42.0,4.0,3.5,2405.0,Single family home,2016.0,Active
1210 sandelin ave,San leandro,Alameda-County,Ca,94577,949888.0,48.0,28.0,2.0,1.0,1283.0,Single family residential,1940.0,New
248 scherman way,Livermore,Alameda-County,Ca,94550-3920,1295000.0,16.0,62.0,4.0,2.0,1411.0,Single family residential,1972.0,New
3240 maguire way #106,Dublin,Alameda-County,Ca,94568,299563.0,54.0,60.0,1.0,1.0,840.0,Condo,2004.0,New
189 mohave cmn,Fremont,Alameda-County,Ca,94539,799000.0,80.0,67.0,2.0,2.0,1200.0,Condo,1986.0,New
582 humboldt way,Livermore,Alameda-County,Ca,94551,1149000.0,32.0,59.0,3.0,2.0,1830.0,Single family residential,1969.0,New
6226 crown ave,Oakland,Alameda-County,Ca,94611,759000.0,37.0,20.0,3.0,3.0,1624.0,Single family residential,1952.0,New
36831 olive st,Newark,Alameda-County,Ca,94560,1088888.0,71.0,53.0,3.0,2.0,1466.0,Single family home,1951.0,Active
5940 miles ave,Oakland,Alameda-County,Ca,94618,1495000.0,86.0,71.0,2.0,1.5,1449.0,Single family residential,1978.0,New
784 avalon way,Livermore,Alameda-County,Ca,94550,1185000.0,41.0,73.0,4.0,3.0,1960.0,Single family residential,1965.0,New
1401 alcatraz ave,Berkeley,Alameda-County,Ca,94702,965000.0,89.0,89.0,2.0,1.0,1145.0,Single family residential,1920.0,New
1446 1st ave,Oakland,Alameda-County,Ca,94606,1100000.0,94.0,96.0,5.0,3.0,2656.0,Multi-family (2-4 unit),1910.0,New
7354 carter ave,Newark,Alameda-County,Ca,94560,1250000.0,61.0,51.0,4.0,2.5,2008.0,Single family residential,2000.0,New
3651 knollwood ter #114,Fremont,Alameda-County,Ca,94536,460000.0,66.0,67.0,2.0,1.0,936.0,Condo,1984.0,New
3940 malcolm ave,Oakland,Alameda-County,Ca,94605,1049000.0,9.0,14.0,4.0,2.5,1905.0,Single family residential,1967.0,New
601 walavista ave,Oakland,Alameda-County,Ca,94610,2195000.0,79.0,54.0,4.0,2.5,2741.0,Single family residential,1918.0,New
6102 moores ave,Newark,Alameda-County,Ca,94560,1199000.0,72.0,51.0,3.0,2.0,1448.0,Single family home,1969.0,Active
2010 167th ave,San leandro,Alameda-County,Ca,94578,649000.0,44.0,17.0,2.0,2.0,992.0,Single family residential,1952.0,New
37070 penzance cmn,Fremont,Alameda-County,Ca,94536,699888.0,74.0,56.0,2.0,2.0,945.0,Condo,1987.0,New
740 keeler ave,Berkeley,Alameda-County,Ca,94708,1295000.0,27.0,27.0,3.0,2.0,1526.0,Single family residential,1926.0,New
70 elysian fields dr,Oakland,Alameda-County,Ca,94605,1175000.0,9.0,14.0,5.0,2.5,2040.0,Single family residential,1961.0,New
34140 audrey ct,Fremont,Alameda-County,Ca,94555,1898000.0,61.0,63.0,4.0,3.0,1729.0,Single family residential,1986.0,New
2950 telegraph ave,Oakland,Alameda-County,Ca,94609,1199000.0,95.0,86.0,4.0,3.0,2984.0,Multi-family (2-4 unit),1924.0,New
4097 brooks ct,Pleasanton,Alameda-County,Ca,94588,1449000.0,44.0,64.0,4.0,2.0,1816.0,Single family residential,1971.0,New
4614 jacobus ave,Oakland,Alameda-County,Ca,94618,1350000.0,40.0,42.0,2.0,1.0,1090.0,Single family residential,1941.0,New
20958 athens ct,Hayward,Alameda-County,Ca,94541,895000.0,58.0,50.0,3.0,2.5,2078.0,Single family residential,1996.0,New
83 cornwall way,San leandro,Alameda-County,Ca,94577,840000.0,81.0,83.0,3.0,2.5,1659.0,Townhouse,1978.0,New
63 starview dr,Oakland,Alameda-County,Ca,94618,1049000.0,11.0,39.0,3.0,2.5,1895.0,Townhouse,1995.0,New
580 lewis ave,San leandro,Alameda-County,Ca,94577,869000.0,67.0,60.0,3.0,2.0,1303.0,Single family home,1925.0,Active
1233 bockman rd #46,San lorenzo,Alameda-County,Ca,94580,789999.0,41.0,43.0,3.0,2.5,1361.0,Townhouse,2017.0,New
4334 othello dr,Fremont,Alameda-County,Ca,94555,1999000.0,25.0,58.0,4.0,2.5,2002.0,Single family residential,1979.0,New
215 poplar ave,Hayward,Alameda-County,Ca,94541,599000.0,61.0,68.0,2.0,2.0,1272.0,Townhouse,1980.0,Active
940 euclid ave,Berkeley,Alameda-County,Ca,94708,895000.0,45.0,32.0,2.0,1.0,1004.0,Single family residential,1925.0,New
347 daisyfield dr,Livermore,Alameda-County,Ca,94551,1585000.0,28.0,63.0,4.0,3.0,2145.0,Single family residential,1996.0,New
1635 california st,Berkeley,Alameda-County,Ca,94703,1495000.0,84.0,98.0,4.0,3.0,1651.0,Single family residential,1920.0,New
5581 oakmont cir,Livermore,Alameda-County,Ca,94551,1150000.0,20.0,68.0,5.0,2.5,1649.0,Single family residential,1965.0,New
158 maitland dr,Alameda,Alameda-County,Ca,94502,1295000.0,52.0,57.0,3.0,3.0,2002.0,Single family residential,1920.0,New
22867 teakwood st,Hayward,Alameda-County,Ca,94541,889000.0,60.0,55.0,5.0,2.0,1526.0,Single family residential,1951.0,New
7421 stonedale dr,Pleasanton,Alameda-County,Ca,94588,899999.0,43.0,67.0,2.0,2.5,1502.0,Townhouse,1988.0,Active
6700 moore dr,Oakland,Alameda-County,Ca,94611,1500000.0,12.0,27.0,4.0,4.5,3730.0,Single family residential,1993.0,Active
4160 polaris ave,Union city,Alameda-County,Ca,94587,880000.0,64.0,56.0,4.0,2.5,1584.0,Townhouse,1974.0,Active
4426 penniman ave unit d,Oakland,Alameda-County,Ca,94619,456000.0,81.0,41.0,2.0,1.0,755.0,Condo,1964.0,New
4426 penniman ave unit c,Oakland,Alameda-County,Ca,94619,356000.0,81.0,41.0,1.0,1.0,520.0,Condo,1964.0,New
2040 san jose ave,Alameda,Alameda-County,Ca,94501,1295000.0,81.0,71.0,3.0,2.0,1384.0,Single family residential,1923.0,New
4426 penniman ave unit b,Oakland,Alameda-County,Ca,94619,476000.0,81.0,41.0,2.0,1.0,831.0,Condo,1964.0,New
4426 penniman ave unit a,Oakland,Alameda-County,Ca,94619,596000.0,81.0,41.0,3.0,2.0,1283.0,Condo,1964.0,New
230 duncan way,Oakland,Alameda-County,Ca,94611,995000.0,49.0,34.0,2.0,2.0,1283.0,Single family residential,1943.0,New
4137 cristobal way,Pleasanton,Alameda-County,Ca,94566,1169000.0,75.0,69.0,4.0,2.0,1368.0,Single family residential,1965.0,New
3181 keith ave,Castro valley,Alameda-County,Ca,94546,1355000.0,50.0,18.0,4.0,2.0,2300.0,Single family residential,1949.0,New
715 heath ct #190,Hayward,Alameda-County,Ca,94544,550000.0,50.0,18.0,2.0,2.0,906.0,Condo,1988.0,Active
1436 hampel st,Oakland,Alameda-County,Ca,94602,1199000.0,88.0,57.0,2.0,2.0,2410.0,Single family residential,1914.0,New
585 9th st #505,Oakland,Alameda-County,Ca,94607,549000.0,99.0,87.0,1.0,1.0,771.0,Condo,2005.0,New
76 middleton pl,Hayward,Alameda-County,Ca,94544,828000.0,66.0,51.0,4.0,3.5,2043.0,Single family home,2015.0,Active
3311 florida st,Oakland,Alameda-County,Ca,94602,995000.0,84.0,57.0,3.0,1.5,1318.0,Single family residential,1915.0,New
1422 83rd ave,Oakland,Alameda-County,Ca,94621,750000.0,83.0,62.0,4.0,3.0,2192.0,Multi-family (2-4 unit),1950.0,New
3882 yorkshire st,San leandro,Alameda-County,Ca,94578,499888.0,71.0,59.0,2.0,2.0,896.0,Condo,1987.0,New
125 marlow,Oakland,Alameda-County,Ca,94605,970000.0,43.0,28.0,2.0,1.0,1097.0,Single family residential,1941.0,Active
655 12th st #319,Oakland,Alameda-County,Ca,94607,650000.0,98.0,91.0,2.0,2.0,861.0,Condo,2003.0,Active
193 montecito ave #104,Oakland,Alameda-County,Ca,94610,588000.0,92.0,80.0,2.0,1.0,1138.0,Condo,1966.0,Active
4451 saint andrews rd,Oakland,Alameda-County,Ca,94605,1695000.0,3.0,5.0,4.0,3.0,4020.0,Single family residential,1951.0,Active
747 lewelling blvd #50,San leandro,Alameda-County,Ca,94578,120000.0,81.0,63.0,2.0,1.0,820.0,Mobile/manufactured home,1995.0,Active
2416 94th ave,Oakland,Alameda-County,Ca,94603,550000.0,68.0,50.0,3.0,1.0,1000.0,Single family residential,1925.0,Active
1555 mitchell st,Oakland,Alameda-County,Ca,94601,399999.0,92.0,76.0,2.0,1.0,1061.0,Single family residential,1920.0,Active-reo
3401 66th ave,Oakland,Alameda-County,Ca,94605,510000.0,76.0,36.0,2.0,1.0,1007.0,Single family residential,1925.0,Active
6363 christie #921,Emeryville,Alameda-County,Ca,94608-1919,449000.0,75.0,91.0,1.0,1.0,634.0,Condo,1984.0,Price change
164 duncan way,Oakland,Alameda-County,Ca,94611,1250000.0,36.0,30.0,3.0,2.0,2346.0,Single family residential,1922.0,Active
1495 74th ave,Oakland,Alameda-County,Ca,94621,695000.0,78.0,67.0,3.0,1.5,970.0,Single family residential,1925.0,Active
539 douglas ave,Oakland,Alameda-County,Ca,94603,489000.0,51.0,55.0,2.0,1.5,817.0,Single family residential,1956.0,Active
672 34th st,Oakland,Alameda-County,Ca,94609,989000.0,83.0,98.0,6.0,4.0,3113.0,Multi-family (2-4 unit),1911.0,Active
3263 vineyard ave #190,Pleasanton,Alameda-County,Ca,94566,429000.0,48.0,61.0,3.0,3.0,1560.0,Double-wide mobile home,2015.0,Pending (do not show)
686 10th st #5,Oakland,Alameda-County,Ca,94607,550000.0,96.0,92.0,3.0,1.5,900.0,Condo,1993.0,Active
541 33rd st,Oakland,Alameda-County,Ca,94609,1049900.0,88.0,100.0,4.0,2.0,2072.0,Multi-family (2-4 unit),1905.0,Active
1200 w winton ave #118,Hayward,Alameda-County,Ca,94545,294000.0,63.0,50.0,2.0,2.0,1260.0,Double-wide mobile home,2015.0,Active
519 delve ct,Hayward,Alameda-County,Ca,94544,930060.0,48.0,58.0,2.0,2.0,1501.0,Condo,2022.0,Active
820 100th ave,Oakland,Alameda-County,Ca,94603,715000.0,69.0,61.0,6.0,2.0,1700.0,Multi-family (2-4 unit),1942.0,Active
252 international blvd #302,Oakland,Alameda-County,Ca,94606,670000.0,95.0,97.0,3.0,2.5,1597.0,Condo,2008.0,Price change
1350 kirkwood meadows dr #313,Kirkwood,Alpine-County,Ca,95646,425000.0,9.0,7.0,1.0,1.0,800.0,Condo,1987.0,Active
1200 kirkwood meadows dr #107,Kirkwood,Alpine-County,Ca,95646,494900.0,9.0,7.0,2.0,2.0,854.0,Condo,2003.0,Active
1399 kirkwood meadows dr unit 317 i,Kirkwood,Alpine-County,Ca,95646,34995.0,9.0,11.0,1.0,2.0,660.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit iib,Kirkwood,Alpine-County,Ca,95646,26000.0,9.0,11.0,0.0,1.5,660.0,Condo,1999.0,Active
970 kirkwood meadows dr #3,Kirkwood,Alpine-County,Ca,95646,425000.0,4.0,6.0,1.0,1.0,657.0,Condo,1974.0,Active
39 palisades dr #206,Kirkwood,Alpine-County,Ca,95646,795000.0,7.0,9.0,3.0,3.0,2160.0,"Residential, townhouse",2008.0,Active
1215 kirkwood meadows dr unit r-102,Kirkwood,Alpine-County,Ca,95646,729900.0,9.0,7.0,2.0,2.0,1380.0,Condo,2000.0,Active
39 palisades dr #102,Kirkwood,Alpine-County,Ca,95646,689000.0,7.0,9.0,3.0,3.5,1926.0,Condo,2008.0,Active
1399 kirkwood meadows dr unit qtr i,Kirkwood,Alpine-County,Ca,95646,49500.0,9.0,11.0,1.0,3.0,984.0,Condo,1999.0,Active
1399 kirkwood meadows dr #204,Kirkwood,Alpine-County,Ca,95646,68500.0,9.0,11.0,1.0,2.0,776.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit iia,Kirkwood,Alpine-County,Ca,95646,32900.0,9.0,11.0,1.0,2.0,776.0,Condo,1999.0,Active
14799 highway 89,Markleeville,Alpine-County,Ca,96120,599000.0,25.0,8.0,2.0,1.0,3751.0,Single family residence,1860.0,Active
1399 kirkwood meadows iv dr unit 220-2,Kirkwood,Alpine-County,Ca,95646,49000.0,9.0,11.0,1.0,2.0,776.0,Condo,1999.0,Active
240 sorrel ct,Kirkwood,Alpine-County,Ca,95646,2185000.0,5.0,1.0,4.0,3.5,4192.0,"Residential, single family",2002.0,Active
1399 kirkwood meadows dr #223,Kirkwood,Alpine-County,Ca,95646,8500.0,9.0,11.0,0.0,1.0,436.0,"Residential, part ownership single family",1999.0,Active
145 laramie st,Markleeville,Alpine-County,Ca,96120,1275000.0,25.0,8.0,4.0,3.5,2689.0,"Residential, single family",1984.0,Active
1399 kirkwood meadows dr #1,Kirkwood,Alpine-County,Ca,95646,59900.0,9.0,11.0,2.0,3.0,1192.0,Condo,1999.0,Active
1399 kirkwood meadows dr #227,Kirkwood,Alpine-County,Ca,95646,9500.0,9.0,11.0,0.0,1.0,436.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit ii,Kirkwood,Alpine-County,Ca,95646,71000.0,9.0,11.0,1.0,3.0,1192.0,Condo,1999.0,Active
1399 kirkwood meadows dr #4,Kirkwood,Alpine-County,Ca,95646,122500.0,9.0,11.0,3.0,3.0,1427.0,Condo,1999.0,Active
1399 kirkwood meadows dr unit 2b,Kirkwood,Alpine-County,Ca,95646,11000.0,9.0,11.0,0.0,1.0,436.0,Condo,1999.0,Active
16595 cedar heights dr,Pioneer,Amador-County,Ca,95666,275000.0,1.0,0.0,2.0,2.0,1620.0,Single family residential,1979.0,Active
12510 winton rd,Sutter creek,Amador-County,Ca,95685,945000.0,0.0,0.0,3.0,3.0,3070.0,Single family residential,1984.0,Active
27279 meadow moss rd,Pioneer,Amador-County,Ca,95666,375000.0,2.0,0.0,2.0,2.0,1644.0,Single family residential,1977.0,Active
18891 wildcat way,Volcano,Amador-County,Ca,95689,749900.0,0.0,3.0,3.0,3.0,2711.0,Single family residential,2005.0,Active
16641 stone jug rd,Sutter creek,Amador-County,Ca,95685,879900.0,0.0,0.0,2.0,2.0,1872.0,Single family residential,1982.0,Active
25795 meadow dr,Pioneer,Amador-County,Ca,95666,237500.0,0.0,0.0,3.0,2.0,2008.0,Single family residential,1979.0,Active
30 main st,Jackson,Amador-County,Ca,95642,589000.0,79.0,25.0,3.0,4.0,2455.0,Multi-family (2-4 unit),1935.0,Active
18940 golden way,Plymouth,Amador-County,Ca,95669,380000.0,20.0,15.0,3.0,2.0,1456.0,Mobile/manufactured home,2001.0,Active
26260 spyglass ct,Pioneer,Amador-County,Ca,95666,849000.0,5.0,1.0,2.0,2.0,2368.0,Single family residential,2003.0,New
10280 argonaut dr,Jackson,Amador-County,Ca,95642,425000.0,21.0,6.0,3.0,1.0,1485.0,Single family residential,1952.0,Active
16576 butte mountain rd,Jackson,Amador-County,Ca,95642,455000.0,1.0,2.0,3.0,3.0,3000.0,Single family residential,1999.0,Active
321 n main st,Jackson,Amador-County,Ca,95642,499000.0,72.0,35.0,3.0,2.0,1500.0,Single family residential,1920.0,Active
716 clover dr,Ione,Amador-County,Ca,95640,499500.0,3.0,17.0,3.0,2.0,1660.0,Single family residential,2018.0,Active
12901 new york ranch rd,Jackson,Amador-County,Ca,95642,599000.0,4.0,1.0,3.0,3.0,1620.0,Mobile/manufactured home,1989.0,Active
17916 vintner ct,Plymouth,Amador-County,Ca,95669,943695.0,12.0,22.0,3.0,2.5,2286.0,Single family residential,2022.0,Active
1465 goose creek rd,Ione,Amador-County,Ca,95640,395500.0,0.0,25.0,3.0,2.0,1716.0,Mobile/manufactured home,2003.0,Active
12391 mierkey ct,Jackson,Amador-County,Ca,95642,629000.0,6.0,2.0,3.0,2.0,2008.0,Single family residential,2003.0,Active
33901 danburg dr,Kirkwood,Amador-County,Ca,95646,1150000.0,0.0,3.0,3.0,2.5,2187.0,"Residential, single family",1995.0,Active
12960 tabeau ct,Pine grove,Amador-County,Ca,95665,329000.0,0.0,0.0,3.0,2.0,1539.0,Single family residential,1987.0,Active
19730 forest view cir,Pioneer,Amador-County,Ca,95666,549000.0,0.0,3.0,3.0,2.0,2092.0,Single family residential,1974.0,Active
5505 jackson valley rd,Ione,Amador-County,Ca,95640,649000.0,6.0,14.0,3.0,2.0,1380.0,Single family residential,1978.0,Active
26276 golf view ln,Pioneer,Amador-County,Ca,95666,799000.0,5.0,1.0,3.0,3.0,3131.0,Single family residential,2008.0,Active
23865 shake ridge rd,Volcano,Amador-County,Ca,95689,499000.0,0.0,20.0,3.0,3.0,1440.0,Single family residential,1987.0,Active
16900 stage rd,Sutter creek,Amador-County,Ca,95685,499000.0,0.0,0.0,4.0,2.5,2430.0,Single family residential,1958.0,Active
27001 barton rd,Pioneer,Amador-County,Ca,95666,444900.0,7.0,2.0,2.0,2.0,1936.0,Single family residential,1974.0,Active
375 edgebrook dr,Ione,Amador-County,Ca,95640,445000.0,33.0,49.0,2.0,2.0,1658.0,Single family residential,1999.0,Active
601 brookview ct,Ione,Amador-County,Ca,95640,430000.0,40.0,52.0,3.0,2.0,1553.0,Single family residential,1999.0,Active
17704 antelope ct,Pioneer,Amador-County,Ca,95666,370000.0,1.0,0.0,2.0,1.5,1936.0,Single family residential,1978.0,Active
23399 valley view dr,Pioneer,Amador-County,Ca,95666,349950.0,7.0,0.0,2.0,1.0,1180.0,Single family residential,1979.0,Active
509 preston ave,Ione,Amador-County,Ca,95640,569000.0,55.0,58.0,3.0,3.0,1915.0,Single family residential,2022.0,Active
1103 oak view dr,Ione,Amador-County,Ca,95640,615000.0,4.0,25.0,4.0,3.0,2492.0,Single family residential,1998.0,Active
Undisclosed address,Plymouth,Amador-County,Ca,95669,1800000.0,0.0,15.0,3.0,2.0,1648.0,Mobile/manufactured home,1991.0,Active
17051 louise ln,Sutter creek,Amador-County,Ca,95685,489000.0,0.0,0.0,2.0,1.0,1152.0,Single family residential,1968.0,Active
4315 feather ct,Ione,Amador-County,Ca,95640,477500.0,24.0,5.0,4.0,2.0,1551.0,Single family residential,1995.0,Active
167 springcreek dr,Ione,Amador-County,Ca,95640,439900.0,15.0,51.0,3.0,2.0,1443.0,Single family residential,1988.0,Active
970 kirkwood meadows dr #3,Kirkwood,Amador-County,Ca,95646,425000.0,4.0,6.0,1.0,1.0,657.0,Condo,1974.0,Active
39 palisades dr #206,Kirkwood,Amador-County,Ca,95646,795000.0,7.0,9.0,3.0,3.0,2160.0,"Residential, townhouse",2008.0,Active
110 emerald ln,Jackson,Amador-County,Ca,95642,650000.0,5.0,6.0,3.0,2.0,2139.0,Single family residential,2013.0,Active
1400 w marlette #112,Ione,Amador-County,Ca,95640,169900.0,3.0,41.0,3.0,2.0,1300.0,Mobile/manufactured home,1993.0,Active
4120 beaver rd,Ione,Amador-County,Ca,95640,869000.0,0.0,8.0,3.0,2.5,2258.0,Single family residential,2003.0,Active
18980 leona ln,Pine grove,Amador-County,Ca,95665,630000.0,2.0,0.0,4.0,2.5,2734.0,Single family residential,1984.0,Active
23019 oak trl,River pines,Amador-County,Ca,95675,320000.0,0.0,4.0,3.0,2.0,1419.0,Single family residential,1945.0,Active
5545 overlook ct,Plymouth,Amador-County,Ca,95669,1150000.0,0.0,13.0,3.0,3.0,3164.0,Single family residential,2001.0,Active
23750 carson dr #21,Pioneer,Amador-County,Ca,95666,140000.0,3.0,17.0,3.0,2.0,1456.0,Mobile/manufactured home,2003.0,Active
23750 carson dr #44,Pioneer,Amador-County,Ca,95666,60000.0,3.0,17.0,2.0,2.0,1248.0,Mobile/manufactured home,1978.0,Active
23750 carson dr #10,Pioneer,Amador-County,Ca,95666,165000.0,3.0,17.0,3.0,2.0,1568.0,Mobile/manufactured home,2019.0,Active
150 clinton rd #41,Jackson,Amador-County,Ca,95642,40000.0,49.0,18.0,2.0,1.0,696.0,Mobile/manufactured home,1977.0,Active
20 rollingwood dr #103,Jackson,Amador-County,Ca,95642,169000.0,13.0,11.0,2.0,2.0,1344.0,Mobile/manufactured home,1986.0,Active
12555 arrow head rd,Pine grove,Amador-County,Ca,95665,349900.0,0.0,0.0,3.0,2.0,1520.0,Single family residential,1983.0,Active
39 palisades dr #102,Kirkwood,Amador-County,Ca,95646,689000.0,7.0,9.0,3.0,3.5,1926.0,Condo,2008.0,Active
70 state highway 49,Sutter creek,Amador-County,Ca,95685,589000.0,42.0,16.0,5.0,3.0,2678.0,Multi-family (2-4 unit),1984.0,Active
14715 shenandoah rd,River pines,Amador-County,Ca,95675,360000.0,0.0,4.0,1.0,1.0,900.0,Single family residential,2003.0,Active
14281 quail ln,Pine grove,Amador-County,Ca,95665,715000.0,0.0,0.0,3.0,3.0,2914.0,Single family residential,1982.0,Active
